league,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,total_kills
LCKC,BNK FEARX Youth,Nongshim Esports Academy,Rumble,Xin Zhao,Viktor,Xayah,Rakan,Jayce,Pantheon,Akali,Corki,Nautilus,44
LCKC,Gen.G Global Academy,KT Rolster Challengers,K'Sante,Xin Zhao,Taliyah,Varus,Renata Glasc,Ambessa,Vi,Viktor,Kai'Sa,Leona,27
LCKC,T1 Esports Academy,Dplus KIA Challengers,Rumble,Vi,Taliyah,Jinx,Nautilus,Ambessa,Sejuani,Yone,Ezreal,Rell,26
LCKC,T1 Esports Academy,Dplus KIA Challengers,Jayce,Wukong,Azir,Ashe,Braum,K'Sante,Xin Zhao,Orianna,Corki,Leona,25
LCKC,Gen.G Global Academy,KT Rolster Challengers,Rumble,Lee Sin,Azir,Ezreal,Rakan,Ornn,Viego,Hwei,Ashe,Braum,33
LCKC,Dplus KIA Challengers,T1 Esports Academy,Renekton,Zyra,Hwei,Jhin,Rakan,Jax,Lee Sin,Ryze,Caitlyn,Lux,26
LCK,Gen.G,OKSavingsBank BRION,Urgot,Xin Zhao,Galio,Varus,Lulu,Jax,Lee Sin,Azir,Ashe,Rell,30
LPL,Oh My God,JD Gaming,K'Sante,Xin Zhao,Aurora,Varus,Rakan,Jayce,Vi,Vladimir,Ashe,Braum,33
LPL,JD Gaming,Oh My God,Renekton,Nidalee,Corki,Ezreal,Alistar,Ornn,Zyra,Smolder,Miss Fortune,Rell,21
LCK,Hanwha Life Esports,Nongshim RedForce,K'Sante,Maokai,Yone,Xayah,Poppy,Aurora,Vi,Ambessa,Kai'Sa,Nautilus,36
LPL,Oh My God,JD Gaming,Maokai,Nocturne,Orianna,Xayah,Leona,Ambessa,Wukong,Galio,Jinx,Nautilus,32
LCK,Nongshim RedForce,Hanwha Life Esports,Rumble,Sejuani,Corki,Lucian,Nami,Galio,Xin Zhao,Azir,Caitlyn,Lux,14
LPL,JD Gaming,Oh My God,Kennen,Sejuani,Yone,Kog'Maw,Lulu,Gnar,Lillia,Sett,Kai'Sa,Elise,15
LPL,Oh My God,JD Gaming,Sion,Poppy,Sylas,Lucian,Nami,Mordekaiser,Pantheon,Akali,Jhin,Karma,27
TCL,Papara SuperMassive,BBL Dark Passage,Jayce,Xin Zhao,Orianna,Varus,Rell,Gnar,Maokai,Viktor,Ashe,Poppy,24
TCL,ULF Esports,Beşiktaş Esports,K'Sante,Maokai,Viktor,Varus,Alistar,Ambessa,Sejuani,Akali,Miss Fortune,Rell,31
LFL,Ici Japon Corp. Esport,Team BDS Academy,Jayce,Maokai,Akali,Corki,Rell,Annie,Nocturne,Aurora,Kalista,Alistar,18
LVP SL,UCAM Esports,Veni Vidi Vici,Rumble,Vi,Viktor,Draven,Rell,K'Sante,Lee Sin,Azir,Varus,Alistar,43
LIT,AVE Axolotl,GMBLERS Esports,Sion,Xin Zhao,Hwei,Corki,Leona,Ornn,Viego,Aurora,Xayah,Rell,47
NLC,Rich Gang,DMG Esports,Gnar,Wukong,Galio,Swain,Nautilus,Renekton,Vi,Azir,Corki,Leona,29
LFL,Galions,Solary,Rumble,Maokai,Jayce,Kai'Sa,Nautilus,K'Sante,Ivern,Corki,Ezreal,Rakan,26
LVP SL,ZETA,Guasones,Renekton,Nidalee,Viktor,Ashe,Leona,K'Sante,Nocturne,Lux,Ezreal,Rell,36
NLC,Venomcrest Esports,KAOS e-sport,Renekton,Ivern,Xerath,Kalista,Rell,Mordekaiser,Wukong,Ambessa,Taliyah,Poppy,41
LIT,Macko Esports,Zena Esports,Poppy,Amumu,Orianna,Corki,Rell,K'Sante,Wukong,Irelia,Viktor,Alistar,20
TCL,Eternal Fire,Misa Esports,Ambessa,Sejuani,Sylas,Corki,Rakan,Maokai,Pantheon,Viktor,Miss Fortune,Rell,28
LFL,GameWard,Joblife,Gwen,Sejuani,Yone,Varus,Renata Glasc,Jax,Xin Zhao,Aurora,Ezreal,Maokai,29
LIT,Underworld Esports,EKO Esports,K'Sante,Vi,Akali,Varus,Renata Glasc,Gnar,Viego,Veigar,Kai'Sa,Pyke,30
NLC,Ruddy Esports,DMG Esports,Aurora,Jarvan IV,Akali,Corki,Nautilus,Maokai,Nocturne,Orianna,Varus,Rell,31
LFL,Karmine Corp Blue,Vitality.Bee,K'Sante,Brand,Corki,Ezreal,Rell,Ambessa,Sejuani,Kai'Sa,Varus,Rakan,34
LVP SL,LUA Gaming,Barça eSports,Ambessa,Vi,Taliyah,Ashe,Rell,Gragas,Wukong,Azir,Jhin,Poppy,21
NLC,KAOS e-sport,Rich Gang,Ambessa,Zac,Aurora,Ezreal,Neeko,Darius,Viego,Hwei,Varus,Leona,33
NLC,Ruddy Esports,Venomcrest Esports,Rumble,Skarner,Yone,Miss Fortune,Rell,Jayce,Ivern,Hwei,Varus,Braum,30
LVP SL,GIANTX Pride,Los Heretics,Camille,Vi,Syndra,Corki,Rell,Ambessa,Sejuani,Orianna,Caitlyn,Braum,29
LCKC,OKSavingsBank BRION Challengers,DRX Challengers,Jayce,Wukong,Aurora,Xayah,Rakan,K'Sante,Vi,Taliyah,Miss Fortune,Poppy,25
LCKC,Hanwha Life Esports Challengers,DN Freecs Challengers,Poppy,Xin Zhao,Viktor,Varus,Rakan,Ambessa,Jarvan IV,Sylas,Kalista,Neeko,35
LCKC,OKSavingsBank BRION Challengers,DRX Challengers,Jax,Sejuani,Akali,Ashe,Rell,Maokai,Xin Zhao,Azir,Varus,Renata Glasc,35
LCKC,DN Freecs Challengers,Hanwha Life Esports Challengers,Jax,Sejuani,Taliyah,Corki,Nautilus,Gragas,Viego,Aurora,Kai'Sa,Alistar,46
LCKC,Hanwha Life Esports Challengers,DN Freecs Challengers,Rumble,Vi,Yone,Ziggs,Rell,Aatrox,Pantheon,Orianna,Sivir,Leona,44
LCK,DRX,BNK FEARX,Ambessa,Nidalee,Jayce,Kai'Sa,Rell,Jax,Wukong,Taliyah,Ezreal,Leona,20
LCK,BNK FEARX,DRX,Renekton,Xin Zhao,Azir,Varus,Elise,Gnar,Vi,Xerath,Miss Fortune,Rakan,34
LPL,Top Esports,Anyone's Legend,Ornn,Vi,Aurora,Ezreal,Alistar,Rumble,Xin Zhao,Galio,Corki,Rell,27
LCK,DRX,BNK FEARX,Rumble,Lillia,Lee Sin,Ashe,Braum,Aurora,Sejuani,Corki,Zeri,Yuumi,25
LCP,Chiefs Esports Club,DetonatioN FocusMe,K'Sante,Wukong,Aurora,Miss Fortune,Braum,Jayce,Pantheon,Vladimir,Varus,Rell,30
LPL,Top Esports,Anyone's Legend,K'Sante,Viego,Hwei,Ashe,Renata Glasc,Ambessa,Wukong,Akali,Jhin,Neeko,40
LCK,T1,KT Rolster,Gnar,Skarner,Viktor,Kai'Sa,Poppy,K'Sante,Vi,Sylas,Varus,Rell,28
LCP,DetonatioN FocusMe,Chiefs Esports Club,Ambessa,Vi,Azir,Taliyah,Alistar,Sion,Xin Zhao,Viktor,Kalista,Renata Glasc,24
LPL,Anyone's Legend,Top Esports,Gnar,Pantheon,Orianna,Ziggs,Leona,Renekton,Sejuani,Viktor,Miss Fortune,Maokai,35
LCK,KT Rolster,T1,Jayce,Wukong,Ahri,Jinx,Leona,Jax,Nidalee,Galio,Ezreal,Karma,37
LCP,Chiefs Esports Club,DetonatioN FocusMe,Galio,Kindred,Akali,Corki,Leona,Rumble,Gragas,Yasuo,Ashe,Maokai,50
LPL,Top Esports,Anyone's Legend,Urgot,Lee Sin,Azir,Tristana,Lulu,Jax,Volibear,Sylas,Jinx,Seraphine,25
LCK,T1,KT Rolster,Rumble,Pantheon,Aurora,Xayah,Rakan,Ambessa,Xin Zhao,Swain,Ziggs,Nautilus,17
LCP,PSG Talon,Team Secret Whales,Jayce,Xin Zhao,Viktor,Jhin,Poppy,Ambessa,Viego,Aurora,Miss Fortune,Rell,38
TCL,Misa Esports,BBL Dark Passage,K'Sante,Pantheon,Taliyah,Varus,Renata Glasc,Jayce,Vi,Aurora,Corki,Rell,20
LCP,Team Secret Whales,PSG Talon,Gnar,Sejuani,Orianna,Ezreal,Leona,K'Sante,Lee Sin,Azir,Kai'Sa,Alistar,26
TCL,BoostGate Esports,Eternal Fire,K'Sante,Poppy,Aurora,Varus,Renata Glasc,Jax,Sejuani,Hwei,Kalista,Rell,31
TCL,Beşiktaş Esports,Bushido Wildcats,Ambessa,Sejuani,Azir,Kalista,Renata Glasc,K'Sante,Xin Zhao,LeBlanc,Miss Fortune,Rell,24
LFL,Ici Japon Corp. Esport,BK ROG Esports,Ambessa,Vi,Orianna,Jinx,Rell,K'Sante,Wukong,Azir,Varus,Nautilus,30
LIT,Zena Esports,AVE Axolotl,Olaf,Zyra,Yone,Hwei,Poppy,Maokai,Wukong,Orianna,Varus,Rell,31
NLC,Bulldog Esports,Lundqvist Lightside,Aatrox,Wukong,Sylas,Kai'Sa,Rakan,Olaf,Amumu,Galio,Ezreal,Rell,36
TCL,ULF Esports,Papara SuperMassive,Ambessa,Xin Zhao,Azir,Miss Fortune,Rell,Rumble,Sejuani,Taliyah,Ashe,Rakan,36
LIT,GMBLERS Esports,EKO Esports,Ornn,Viego,Azir,Xayah,Rell,Renekton,Vi,Viktor,Jinx,Lulu,25
LFL,Solary,Team BDS Academy,Jayce,Maokai,Viktor,Kalista,Renata Glasc,Gnar,Xin Zhao,Azir,Corki,Neeko,31
NLC,Verdant,Lundqvist Lightside,Rumble,Xin Zhao,Azir,Varus,Rell,Ornn,Wukong,Akali,Ezreal,Alistar,29
LIT,Macko Esports,Underworld Esports,K'Sante,Wukong,Azir,Kalista,Rell,Maokai,Graves,Ahri,Varus,Bard,17
NLC,Bulldog Esports,Verdant,Ambessa,Vi,Aurora,Jinx,Rakan,Jayce,Maokai,Akali,Ezreal,Nautilus,26
LFL,Gentle Mates,Vitality.Bee,Rumble,Wukong,Orianna,Corki,Alistar,K'Sante,Ivern,Sylas,Varus,Nautilus,24
LPL,Bilibili Gaming,LNG Esports,K'Sante,Viego,Aurora,Miss Fortune,Rell,Ambessa,Zyra,Jayce,Ziggs,Nautilus,32
LCK,Hanwha Life Esports,Dplus KIA,Jayce,Xin Zhao,Azir,Ezreal,Poppy,Rumble,Nidalee,Yone,Varus,Maokai,17
LPL,LNG Esports,Bilibili Gaming,Rumble,Vi,Yone,Ezreal,Braum,Galio,Xin Zhao,Corki,Varus,Elise,18
LCK,Hanwha Life Esports,Dplus KIA,Gnar,Sejuani,Taliyah,Kalista,Neeko,Jax,Wukong,Ahri,Kog'Maw,Renata Glasc,31
LPL,LNG Esports,Bilibili Gaming,Poppy,Nocturne,Akali,Jinx,Alistar,Jax,Pantheon,Azir,Xayah,Bard,18
LCK,Dplus KIA,Hanwha Life Esports,Ambessa,Kindred,Galio,Ziggs,Rell,K'Sante,Viego,Sylas,Jinx,Braum,23
LCK,Gen.G,DN Freecs,K'Sante,Lee Sin,Azir,Corki,Rakan,Gnar,Wukong,Viktor,Ashe,Braum,22
LPL,Invictus Gaming,Royal Never Give Up,Jayce,Zyra,Corki,Kai'Sa,Maokai,Ambessa,Karthus,Yone,Ezreal,Nautilus,30
LCK,DN Freecs,Gen.G,Ambessa,Xin Zhao,Aurora,Kai'Sa,Nautilus,Poppy,Vi,Galio,Ezreal,Rell,19
LCP,Fukuoka SoftBank HAWKS gaming,MGN Vikings Esports,Ambessa,Skarner,Azir,Varus,Rell,K'Sante,Brand,Tristana,Ashe,Pyke,32
LPL,Invictus Gaming,Royal Never Give Up,Ornn,Nocturne,Akali,Kalista,Renata Glasc,Udyr,Wukong,Azir,Varus,Neeko,30
LCP,Fukuoka SoftBank HAWKS gaming,MGN Vikings Esports,Jax,Sejuani,Yone,Corki,Alistar,Udyr,Viego,Aurora,Miss Fortune,Rakan,26
LPL,Royal Never Give Up,Invictus Gaming,Jax,Kindred,Galio,Ashe,Alistar,Gragas,Vi,Swain,Miss Fortune,Rell,18
LPL,Invictus Gaming,Royal Never Give Up,Renekton,Zac,Zeri,Caitlyn,Braum,Volibear,Xin Zhao,Smolder,Ziggs,Leona,25
LCP,GAM Esports,CTBC Flying Oyster,Jax,Skarner,Akali,Ashe,Renata Glasc,Rumble,Xin Zhao,Azir,Varus,Leona,29
LCP,CTBC Flying Oyster,GAM Esports,Gragas,Wukong,Swain,Miss Fortune,Alistar,Udyr,Kindred,Galio,Xayah,Rakan,12
LTA S,LOUD,paiN Gaming,K'Sante,Sejuani,Azir,Ezreal,Rell,Gnar,Nocturne,Orianna,Corki,Alistar,28
LEC,Rogue,Fnatic,K'Sante,Xin Zhao,Orianna,Varus,Rell,Ambessa,Vi,Corki,Kai'Sa,Galio,18
LTA S,paiN Gaming,LOUD,Jax,Maokai,Ahri,Ashe,Braum,Jayce,Xin Zhao,Viktor,Jhin,Bard,22
LEC,Team BDS,Team Heretics,Renekton,Sejuani,Corki,Ezreal,Alistar,K'Sante,Zyra,Smolder,Varus,Rell,31
LTA S,LOUD,paiN Gaming,Ambessa,Vi,Galio,Kai'Sa,Poppy,Renekton,Wukong,Swain,Tristana,Rakan,33
LEC,GiantX,Movistar KOI,K'Sante,Sejuani,Akali,Ezreal,Poppy,Ambessa,Vi,Taliyah,Corki,Braum,31
LTA S,Vivo Keyd Stars,Leviatan,K'Sante,Sejuani,Viktor,Ezreal,Alistar,Gnar,Maokai,Corki,Kai'Sa,Rakan,27
LTA S,Vivo Keyd Stars,Leviatan,Ambessa,Viego,Azir,Varus,Braum,Jayce,Wukong,Aurora,Miss Fortune,Bard,23
LEC,Karmine Corp,SK Gaming,Gragas,Zyra,Corki,Draven,Rell,Rumble,Sejuani,Yone,Kalista,Renata Glasc,19
LTA N,Shopify Rebellion,FlyQuest,Jax,Skarner,Hwei,Varus,Leona,Urgot,Ivern,Cassiopeia,Ashe,Rell,24
LTA S,Leviatan,Vivo Keyd Stars,Renekton,Vi,Ahri,Aphelios,Rell,Jax,Pantheon,Vladimir,Zeri,Poppy,34
LTA N,Shopify Rebellion,FlyQuest,K'Sante,Vi,Viktor,Caitlyn,Maokai,Ambessa,Sejuani,Azir,Jhin,Neeko,26
LTA N,LYON,Cloud9,Ambessa,Nocturne,Orianna,Miss Fortune,Rell,Renekton,Wukong,Aurora,Ashe,Braum,21
LTA N,LYON,Cloud9,Poppy,Vi,Ahri,Varus,Rakan,Gnar,Sejuani,Yone,Ziggs,Leona,23
LCK,T1,Nongshim RedForce,Jayce,Xin Zhao,Viktor,Caitlyn,Elise,Aurora,Vi,Hwei,Ezreal,Nautilus,18
LCK,Nongshim RedForce,T1,Renekton,Sejuani,Akali,Xayah,Rell,K'Sante,Lillia,Ambessa,Jinx,Lulu,24
LCK,KT Rolster,OKSavingsBank BRION,Jayce,Xin Zhao,Azir,Ezreal,Poppy,Ambessa,Lee Sin,Aurora,Varus,Nautilus,36
LCK,OKSavingsBank BRION,KT Rolster,Jax,Vi,Taliyah,Jhin,Leona,Renekton,Zyra,Yone,Caitlyn,Elise,32
LCP,Chiefs Esports Club,Team Secret Whales,Sion,Xin Zhao,Azir,Ezreal,Leona,Jax,Pantheon,Aurora,Varus,Elise,36
LCP,Chiefs Esports Club,Team Secret Whales,Ornn,Lee Sin,Hwei,Miss Fortune,Rell,Jayce,Nidalee,Tristana,Ashe,Braum,32
LCP,PSG Talon,DetonatioN FocusMe,Rumble,Sejuani,Corki,Miss Fortune,Rell,K'Sante,Vi,Ahri,Varus,Rakan,26
LCP,DetonatioN FocusMe,PSG Talon,Jax,Viego,Vladimir,Caitlyn,Pantheon,Gragas,Xin Zhao,Aurora,Jhin,Alistar,28
LTA S,Isurus Estral,FURIA,Gnar,Vi,Aurora,Ashe,Bard,K'Sante,Zyra,Jayce,Jhin,Rell,27
LEC,GiantX,Team Heretics,K'Sante,Vi,Azir,Varus,Rell,Ambessa,Xin Zhao,Viktor,Corki,Renata Glasc,21
LTA S,FURIA,Isurus Estral,Renekton,Xin Zhao,Ahri,Varus,Leona,Ambessa,Maokai,Yone,Xayah,Rakan,16
LEC,SK Gaming,Team Vitality,Jayce,Sejuani,Viktor,Ezreal,Elise,Gragas,Wukong,Azir,Varus,Braum,26
LTA S,Isurus Estral,FURIA,Udyr,Wukong,Akali,Ezreal,Alistar,Gwen,Sejuani,Viktor,Corki,Nautilus,21
LTA S,RED Canids,Fluxo W7M,Ambessa,Sejuani,Viktor,Corki,Rakan,Renekton,Viego,Azir,Ezreal,Leona,29
LEC,Fnatic,G2 Esports,Jayce,Maokai,Azir,Ezreal,Leona,Renekton,Xin Zhao,Sylas,Varus,Rakan,26
LEC,Karmine Corp,Rogue,Jayce,Xin Zhao,Viktor,Draven,Leona,Jax,Sejuani,Sylas,Kalista,Rell,31
LTA S,Fluxo W7M,RED Canids,Jax,Wukong,Aurora,Varus,Renata Glasc,Jayce,Vi,Ahri,Zeri,Rell,34
LEC,Team BDS,Movistar KOI,K'Sante,Sejuani,Viktor,Jinx,Rell,Ambessa,Zyra,Yone,Ezreal,Leona,21
LTA N,Disguised,100 Thieves,Jayce,Vi,Azir,Ezreal,Elise,Ambessa,Viego,Galio,Varus,Poppy,25
LTA N,Disguised,100 Thieves,Rumble,Wukong,Orianna,Jinx,Braum,Aurora,Xin Zhao,Akali,Miss Fortune,Rell,32
LTA N,Dignitas,Team Liquid,Rumble,Sejuani,Yone,Kalista,Senna,K'Sante,Wukong,Azir,Draven,Renata Glasc,22
LTA N,Dignitas,Team Liquid,Aurora,Nocturne,Orianna,Ezreal,Leona,Renekton,Vi,Taliyah,Corki,Pantheon,33
LEC,Team Vitality,Rogue,K'Sante,Wukong,Viktor,Nilah,Rell,Ambessa,Vi,Galio,Varus,Rakan,26
LEC,Fnatic,Team BDS,Rumble,Vi,Smolder,Kalista,Rell,Renekton,Nidalee,Jayce,Varus,Braum,29
LEC,G2 Esports,GiantX,K'Sante,Zyra,Corki,Miss Fortune,Nautilus,Jayce,Nidalee,Smolder,Varus,Leona,20
LEC,Karmine Corp,Team Heretics,Gnar,Xin Zhao,Viktor,Ezreal,Leona,Jax,Sejuani,Hwei,Varus,Braum,36
LEC,SK Gaming,Movistar KOI,Jax,Sejuani,Viktor,Ezreal,Rakan,Ambessa,Vi,Hwei,Corki,Nautilus,18
PRM,Kaufland Hangry Knights,Eintracht Frankfurt,K'Sante,Jarvan IV,Akali,Varus,Rell,Poppy,Nocturne,Azir,Miss Fortune,Nautilus,28
LVP SL,Ramboot Club,Guasones,K'Sante,Maokai,Azir,Varus,Lulu,Ambessa,Sejuani,Katarina,Ezreal,Rakan,25
LVP SL,ZETA,GIANTX Pride,Ambessa,Maokai,Azir,Corki,Rell,Jayce,Sejuani,Sylas,Miss Fortune,Alistar,39
PRM,Kaufland Hangry Knights,Eintracht Frankfurt,Renekton,Sejuani,Yone,Ashe,Alistar,Ambessa,Wukong,Viktor,Ezreal,Elise,34
LVP SL,LUA Gaming,Veni Vidi Vici,Rumble,Skarner,Viktor,Varus,Alistar,Sion,Brand,Yone,Ezreal,Rell,31
PRM,Eintracht Frankfurt,Kaufland Hangry Knights,Rumble,Xin Zhao,Corki,Seraphine,Leona,Gnar,Vi,Aurora,Zeri,Braum,34
LVP SL,Barça eSports,Movistar KOI Fénix,Rumble,Maokai,Corki,Zeri,Leona,Ambessa,Sejuani,Viktor,Miss Fortune,Nautilus,31
PRM,E WIE EINFACH E-SPORTS,Berlin International Gaming,Ornn,Viego,Ahri,Corki,Rell,Renekton,Zyra,Jayce,Varus,Braum,23
LVP SL,Los Heretics,UCAM Esports,Wukong,Xin Zhao,Viktor,Ezreal,Poppy,Ambessa,Vi,Galio,Zeri,Renata Glasc,22
PRM,Berlin International Gaming,E WIE EINFACH E-SPORTS,Poppy,Vi,Viktor,Kai'Sa,Rakan,Galio,Kindred,Akali,Ezreal,Leona,17
PRM,E WIE EINFACH E-SPORTS,Berlin International Gaming,Gragas,Nocturne,Yone,Tahm Kench,Senna,Gnar,Wukong,Orianna,Miss Fortune,Zilean,24
TCL,BBL Dark Passage,ULF Esports,Ambessa,Xin Zhao,Azir,Varus,Leona,Jayce,Zyra,Corki,Ezreal,Rell,27
TCL,Papara SuperMassive,Bushido Wildcats,Ambessa,Sejuani,Akali,Corki,Rakan,Jayce,Maokai,Yone,Caitlyn,Rell,23
LVP SL,Los Heretics,ZETA,Ambessa,Nocturne,Orianna,Jinx,Nautilus,Jayce,Viego,Viktor,Xayah,Rell,31
NLC,Los Ratones,DMG Esports,Gragas,Vi,Ahri,Corki,Janna,Rumble,Wukong,Orianna,Ezreal,Rakan,14
PRM,ROSSMANN Centaurs,TeamOrangeGaming,Sion,Viego,Aurora,Kai'Sa,Leona,Jayce,Maokai,Corki,Xayah,Nautilus,39
LFL,Galions,Team BDS Academy,Jayce,Xin Zhao,Viktor,Corki,Leona,K'Sante,Zyra,Yone,Jhin,Rell,32
LVP SL,Guasones,Barça eSports,K'Sante,Rek'Sai,Taliyah,Jinx,Nautilus,Poppy,Viego,Azir,Corki,Rell,29
TCL,Misa Esports,BoostGate Esports,Rumble,Vi,Azir,Kalista,Rell,Renekton,Sejuani,Taliyah,Ezreal,Nautilus,32
NLC,Los Ratones,DMG Esports,Sion,Jarvan IV,Hwei,Kalista,Renata Glasc,Kayn,Neeko,Syndra,Draven,Rell,24
LFL,Solary,BK ROG Esports,Renekton,Maokai,Viktor,Kalista,Renata Glasc,Ambessa,Sejuani,Akali,Corki,Neeko,35
PRM,TeamOrangeGaming,ROSSMANN Centaurs,Renekton,Wukong,Azir,Varus,Rell,Gragas,Vi,Viktor,Kalista,Alistar,33
LVP SL,Movistar KOI Fénix,Veni Vidi Vici,K'Sante,Zyra,Corki,Miss Fortune,Rell,Shen,Viego,Azir,Varus,Leona,34
PRM,TeamOrangeGaming,ROSSMANN Centaurs,Rumble,Sejuani,Yone,Tristana,Renata Glasc,Galio,Nocturne,Akali,Zeri,Lulu,27
NLC,Ruddy Esports,Bulldog Esports,K'Sante,Xin Zhao,Sylas,Varus,Rell,Gnar,Vi,Cassiopeia,Ezreal,Rakan,32
LVP SL,GIANTX Pride,Ramboot Club,K'Sante,Xin Zhao,Orianna,Jhin,Rakan,Ambessa,Sejuani,Ahri,Varus,Rell,24
PRM,Dung Dynasty,Eintracht Spandau,Ambessa,Wukong,Akali,Jinx,Leona,Jayce,Zyra,Azir,Corki,Bard,29
NLC,Bulldog Esports,Ruddy Esports,Jayce,Nocturne,Aurora,Jinx,Renata Glasc,Ambessa,Zyra,Yone,Kai'Sa,Maokai,27
LFL,Gentle Mates,Joblife,K'Sante,Vi,Hwei,Caitlyn,Rell,Gnar,Nocturne,Viktor,Corki,Bard,20
LVP SL,UCAM Esports,LUA Gaming,Renekton,Lee Sin,Viktor,Varus,Elise,Ambessa,Xin Zhao,Azir,Ezreal,Nautilus,33
PRM,Dung Dynasty,Eintracht Spandau,Sion,Nocturne,Galio,Caitlyn,Elise,K'Sante,Jarvan IV,Orianna,Miss Fortune,Neeko,44
TCL,Bushido Wildcats,ULF Esports,K'Sante,Sejuani,Yone,Ezreal,Rakan,Jayce,Maokai,Viktor,Miss Fortune,Rell,29
TCL,Misa Esports,Beşiktaş Esports,Gnar,Maokai,Hwei,Kalista,Renata Glasc,Yasuo,Sejuani,Azir,Ezreal,Rakan,18
TCL,Eternal Fire,Papara SuperMassive,Poppy,Xin Zhao,Taliyah,Corki,Rell,Ambessa,Sejuani,Viktor,Miss Fortune,Rakan,32
LVP SL,ZETA,UCAM Esports,K'Sante,Vi,Orianna,Corki,Leona,Gnar,Nidalee,Azir,Varus,Rell,26
LFL,Solary,Ici Japon Corp. Esport,Sion,Vi,Aurora,Varus,Nautilus,Jayce,Sejuani,Akali,Kalista,Alistar,42
TCL,BBL Dark Passage,BoostGate Esports,K'Sante,Zyra,Yone,Varus,Rell,Gwen,Xin Zhao,Aurora,Corki,Nautilus,27
NLC,Verdant,Rich Gang,Rumble,Xin Zhao,Orianna,Ezreal,Rell,Jayce,Maokai,Galio,Varus,Alistar,39
LVP SL,Veni Vidi Vici,Guasones,Maokai,Zyra,Corki,Ezreal,Nautilus,K'Sante,Nidalee,Syndra,Miss Fortune,Rell,23
LFL,BK ROG Esports,Galions,Gnar,Amumu,Jayce,Ezreal,Nautilus,Malphite,Zyra,Corki,Kai'Sa,Leona,26
NLC,Verdant,Rich Gang,K'Sante,Zyra,Smolder,Kalista,Renata Glasc,Gnar,Vi,Kog'Maw,Jinx,Lulu,27
LVP SL,Barça eSports,GIANTX Pride,Ornn,Poppy,Viktor,Varus,Rell,Jax,Vi,Syndra,Kalista,Nautilus,43
LFL,Joblife,Vitality.Bee,Ambessa,Zyra,Jayce,Ezreal,Nautilus,Irelia,Wukong,Yasuo,Seraphine,Senna,27
LVP SL,Ramboot Club,Los Heretics,K'Sante,Maokai,Syndra,Ezreal,Nautilus,Jayce,Lillia,Corki,Miss Fortune,Rell,29
NLC,NORD Esports,Venomcrest Esports,Gnar,Vi,Xerath,Corki,Rell,Ornn,Elise,Hwei,Ezreal,Poppy,42
LVP SL,Movistar KOI Fénix,LUA Gaming,Jax,Sejuani,Azir,Varus,Nautilus,K'Sante,Vi,Taliyah,Miss Fortune,Alistar,46
LFL,Karmine Corp Blue,Gentle Mates,Rumble,Xin Zhao,Azir,Jinx,Rell,Ambessa,Sejuani,Xerath,Ezreal,Nautilus,34
NLC,Venomcrest Esports,NORD Esports,Rumble,Wukong,Galio,Jinx,Nautilus,K'Sante,Ivern,Anivia,Ashe,Leona,36
LCK,DN Freecs,KT Rolster,Rumble,Vi,Taliyah,Corki,Rakan,Ambessa,Pantheon,Twisted Fate,Ashe,Renata Glasc,18
LCK,KT Rolster,DN Freecs,Gragas,Nidalee,Yone,Kalista,Rell,Jax,Lee Sin,Ahri,Miss Fortune,Leona,18
LCK,DN Freecs,KT Rolster,K'Sante,Sejuani,Hwei,Caitlyn,Elise,Jayce,Viego,Syndra,Jhin,Karma,19
LCK,DRX,Hanwha Life Esports,Ambessa,Nidalee,Corki,Ashe,Leona,Camille,Sejuani,Jayce,Varus,Poppy,34
LCK,DRX,Hanwha Life Esports,Gragas,Vi,Aurora,Caitlyn,Neeko,Anivia,Xin Zhao,Galio,Ezreal,Elise,32
TCL,Papara SuperMassive,Misa Esports,Ambessa,Vi,Orianna,Varus,Nautilus,Renekton,Zyra,Jayce,Ezreal,Leona,44
TCL,Beşiktaş Esports,BoostGate Esports,Renekton,Maokai,Azir,Kalista,Renata Glasc,Aatrox,Sejuani,Hwei,Ezreal,Nautilus,35
TCL,Bushido Wildcats,BBL Dark Passage,Rumble,Nocturne,Orianna,Varus,Rell,K'Sante,Vi,Azir,Miss Fortune,Nautilus,40
LIT,Zena Esports,AVE Axolotl,Gnar,Maokai,Syndra,Corki,Braum,Ornn,Lillia,Smolder,Ezreal,Rakan,28
LFL,Karmine Corp Blue,GameWard,Ambessa,Maokai,Taliyah,Draven,Renata Glasc,K'Sante,Vi,Viktor,Kalista,Soraka,20
TCL,ULF Esports,Eternal Fire,Ambessa,Wukong,Aurora,Varus,Janna,Jayce,Maokai,Azir,Ezreal,Rell,26
LFL,GameWard,Joblife,Jayce,Vi,Akali,Kalista,Braum,Ambessa,Wukong,Vladimir,Varus,Rell,24
LIT,Zena Esports,AVE Axolotl,Renekton,Wukong,Viktor,Varus,Alistar,Sion,Nocturne,Aurora,Kalista,Rell,30
LFL,Joblife,Karmine Corp Blue,K'Sante,Viego,Aurora,Corki,Nautilus,Rumble,Sejuani,Yone,Kai'Sa,Alistar,28
LIT,AVE Axolotl,Zena Esports,Jayce,Zyra,Yone,Draven,Leona,Jax,Xin Zhao,Galio,Kai'Sa,Nautilus,33
